date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:20	138724/138724	---M-Z	200	added ('OK')	text/css	etag:%2221de4-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/css/style-main.css	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/css/style-main.css	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:54:29	62859/62859	---M-Z	200	added ('OK')	text/css	etag:%22f58b-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/css/custom-bootstrap-margin-padding.css	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/css/custom-bootstrap-margin-padding.css	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:54:30	1141/1141	---M-Z	200	added ('OK')	text/css	etag:%22475-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/css/responsive.css	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/css/responsive.css	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:54:34	35463/35463	---M-Z	200	added ('OK')	text/css	etag:%228a87-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/css/settings.css	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/css/settings.css	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:54:39	115205/115205	---M-Z	200	added ('OK')	text/css	etag:%221c205-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/css/layers.css	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/css/layers.css	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:05	27075/27075	---M-Z	200	added ('OK')	text/css	etag:%2269c3-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/css/colors/theme-skin-orange.css	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/css/colors/theme-skin-orange.css	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:13	85578/85578	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214e4a-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/jquery-2.2.4.min.js	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/jquery-2.2.4.min.js	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:13	240422/240422	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ab26-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/jquery-ui.min.js	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/jquery-ui.min.js	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:14	36868/36868	---M-Z	200	added ('OK')	application/x-javascript	etag:%229004-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/bootstrap.min.js	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/bootstrap.min.js	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:16	709665/709665	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ad421-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/jquery-plugin-collection.js	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/jquery-plugin-collection.js	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:16	54910/54910	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d67e-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/js/jquery.themepunch.revolution.min.js	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/js/jquery.themepunch.revolution.min.js	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:16	104628/104628	---M-Z	200	added ('OK')	application/x-javascript	etag:%22198b4-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/js/jquery.themepunch.tools.min.js	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/js/revolution-slider/js/jquery.themepunch.tools.min.js	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:17	6650/6650	---M--	200	added ('OK')	image/png	etag:%2219fa-620a364b-0;;;%22	https://kodesolution.com/html/2017/helpingpro-html/demo/images/preloaders/13.png	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/images/preloaders/13.png	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:17	135463/135463	---M-Z	200	added ('OK')	text/html	etag:%2221127-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:17	18508/18508	---M--	200	added ('OK')	image/png	etag:%22484c-620a364b-0;;;%22	https://kodesolution.com/html/2017/helpingpro-html/demo/images/logo-wide.png	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/images/logo-wide.png	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:17	127456/127456	---M-Z	200	added ('OK')	text/html	etag:%221f1e0-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:18	105678/105678	---M-Z	200	added ('OK')	text/html	etag:%2219cce-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:18	100679/100679	---M-Z	200	added ('OK')	text/html	etag:%2218947-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:18	101496/101496	---M-Z	200	added ('OK')	text/html	etag:%2218c78-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:19	92532/92532	---M-Z	200	added ('OK')	text/html	etag:%2216974-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:19	70687/70687	---M-Z	200	added ('OK')	text/html	etag:%221141f-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-sp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:19	135475/135475	---M-Z	200	added ('OK')	text/html	etag:%2221133-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:20	136358/136358	---M-Z	200	added ('OK')	text/html	etag:%22214a6-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:20	128469/128469	---M-Z	200	added ('OK')	text/html	etag:%221f5d5-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:20	105689/105689	---M-Z	200	added ('OK')	text/html	etag:%2219cd9-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-mp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:21	100691/100691	---M-Z	200	added ('OK')	text/html	etag:%2218953-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:21	101565/101565	---M-Z	200	added ('OK')	text/html	etag:%2218cbd-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:21	93544/93544	---M-Z	200	added ('OK')	text/html	etag:%2216d68-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:22	70830/70830	---M-Z	200	added ('OK')	text/html	etag:%22114ae-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-boxed-sp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:23	135655/135655	---M-Z	200	added ('OK')	text/html	etag:%22211e7-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:23	136537/136537	---M-Z	200	added ('OK')	text/html	etag:%2221559-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:24	127693/127693	---M-Z	200	added ('OK')	text/html	etag:%221f2cd-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:24	105818/105818	---M-Z	200	added ('OK')	text/html	etag:%2219d5a-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-mp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:25	101744/101744	---M-Z	200	added ('OK')	text/html	etag:%2218d70-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:25	92769/92769	---M-Z	200	added ('OK')	text/html	etag:%2216a61-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:26	100871/100871	---M-Z	200	added ('OK')	text/html	etag:%2218a07-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:27	70957/70957	---M-Z	200	added ('OK')	text/html	etag:%221152d-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-rtl-sp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:27	135575/135575	---M-Z	200	added ('OK')	text/html	etag:%2221197-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:29	127520/127520	---M-Z	200	added ('OK')	text/html	etag:%221f220-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:29	105693/105693	---M-Z	200	added ('OK')	text/html	etag:%2219cdd-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:29	136401/136401	---M-Z	200	added ('OK')	text/html	etag:%22214d1-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-mp-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:29	100791/100791	---M-Z	200	added ('OK')	text/html	etag:%22189b7-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:32	101608/101608	---M-Z	200	added ('OK')	text/html	etag:%2218ce8-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:32	70834/70834	---M-Z	200	added ('OK')	text/html	etag:%22114b2-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout4.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout4.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:33	92596/92596	---M-Z	200	added ('OK')	text/html	etag:%22169b4-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-dark-sp-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:36	78139/78139	---M-Z	200	added ('OK')	text/html	etag:%221313b-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-magazine-home-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-magazine-home-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:37	102876/102876	---M-Z	200	added ('OK')	text/html	etag:%22191dc-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-magazine-home-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-magazine-home-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:37	45956/45956	---M-Z	200	added ('OK')	text/html	etag:%22b384-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-portfolio-presentation-layout1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-portfolio-presentation-layout1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:39	66623/66623	---M-Z	200	added ('OK')	text/html	etag:%221043f-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-portfolio-presentation-layout2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-portfolio-presentation-layout2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:39	64902/64902	---M-Z	200	added ('OK')	text/html	etag:%22fd86-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-portfolio-presentation-layout3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-portfolio-presentation-layout3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:40	15262/15262	---M-Z	200	added ('OK')	text/html	etag:%223b9e-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-split-slider-home.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-split-slider-home.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:40	73022/73022	---M-Z	200	added ('OK')	text/html	etag:%2211d3e-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-parallax-home.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-parallax-home.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:41	5669/5669	---M-Z	200	added ('OK')	text/html	etag:%221625-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-personal-home.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-personal-home.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:43	81137/81137	---M-Z	200	added ('OK')	text/html	etag:%2213cf1-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-revslider-style1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-revslider-style1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:43	85788/85788	---M-Z	200	added ('OK')	text/html	etag:%2214f1c-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-revslider-style2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-revslider-style2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:43	96368/96368	---M-Z	200	added ('OK')	text/html	etag:%2217870-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-hot-shop-home.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-hot-shop-home.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:44	60412/60412	---M-Z	200	added ('OK')	text/html	etag:%22ebfc-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-maximageslider-style1.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-maximageslider-style1.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:44	60424/60424	---M-Z	200	added ('OK')	text/html	etag:%22ec08-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-maximageslider-style2.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-maximageslider-style2.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:44	60423/60423	---M-Z	200	added ('OK')	text/html	etag:%22ec07-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-maximageslider-style3.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-maximageslider-style3.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:45	62006/62006	---M-Z	200	added ('OK')	text/html	etag:%22f236-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-owl-carousel.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-owl-carousel.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:45	59939/59939	---M-Z	200	added ('OK')	text/html	etag:%22ea23-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-typed-text.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-typed-text.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:45	60315/60315	---M-Z	200	added ('OK')	text/html	etag:%22eb9b-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-video-background.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-video-background.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:46	59961/59961	---M-Z	200	added ('OK')	text/html	etag:%22ea39-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-html5-video.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-html5-video.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:46	60074/60074	---M-Z	200	added ('OK')	text/html	etag:%22eaaa-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-bg-image-parallax.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-bg-image-parallax.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
15:55:46	60109/60109	---M-Z	200	added ('OK')	text/html	etag:%22eacd-620a364b-0;gz%22	https://kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-bg-static.html	D:/Template/as/kodesolution.com/html/2017/helpingpro-html/demo/index-home-variation-bg-static.html	(from https://kodesolution.com/html/2017/helpingpro-html/demo/index-mp-layout2.html)
